datetime,content
[datetime]: 2025-04-26 00:23:19,[content]:                                                                                                                         道琼斯工业平均指数刚刚突破40000.00关口，最新报40000.11，日内跌0.23%。
[datetime]: 2025-04-26 00:22:59,[content]: 【哈萨克斯坦第二金矿公司Solidcore：预计金价将在12个月内跌至2500美元】哈萨克斯坦第二大金矿公司Solidcore CEO Vitaly Nesis表示，公司计划在2025年和2026年在哈萨克斯坦每年生产约15吨黄金。黄金今年迄今已上涨近26%，因美国关税引发了对经济衰退的担忧。Nesis预计未来一年金价将下跌。他表示：“我预计金价将在12个月内跌至2500美元。金价不会回到1800至1900美元的水平。相对于基本水平的溢价将继续存在。但目前的情况是对世界上正在发生的事情的过度反应。”
[datetime]: 2025-04-26 00:22:59,[content]: 【哈萨克斯坦第二金矿公司Solidcore：预计金价将在12个月内跌至2500美元】哈萨克斯坦第二大金矿公司Solidcore CEO Vitaly Nesis表示，公司计划在2025年和2026年在哈萨克斯坦每年生产约15吨黄金。黄金今年迄今已上涨近26%，因美国关税引发了对经济衰退的担忧。Nesis预计未来一年金价将下跌。他表示：“我预计金价将在12个月内跌至2500美元。金价不会回到1800至1900美元的水平。相对于基本水平的溢价将继续存在。但目前的情况是对世界上正在发生的事情的过度反应。”
[datetime]: 2025-04-26 00:22:59,[content]: 【哈萨克斯坦第二金矿公司Solidcore：预计金价将在12个月内跌至2500美元】哈萨克斯坦第二大金矿公司Solidcore CEO Vitaly Nesis表示，公司计划在2025年和2026年在哈萨克斯坦每年生产约15吨黄金。黄金今年迄今已上涨近26%，因美国关税引发了对经济衰退的担忧。Nesis预计未来一年金价将下跌。他表示：“我预计金价将在12个月内跌至2500美元。金价不会回到1800至1900美元的水平。相对于基本水平的溢价将继续存在。但目前的情况是对世界上正在发生的事情的过度反应。”
[datetime]: 2025-04-26 00:22:59,[content]: 【哈萨克斯坦第二金矿公司Solidcore：预计金价将在12个月内跌至2500美元】哈萨克斯坦第二大金矿公司Solidcore CEO Vitaly Nesis表示，公司计划在2025年和2026年在哈萨克斯坦每年生产约15吨黄金。黄金今年迄今已上涨近26%，因美国关税引发了对经济衰退的担忧。Nesis预计未来一年金价将下跌。他表示：“我预计金价将在12个月内跌至2500美元。金价不会回到1800至1900美元的水平。相对于基本水平的溢价将继续存在。但目前的情况是对世界上正在发生的事情的过度反应。”
[datetime]: 2025-04-26 00:21:58,[content]: 泽连斯基：“爱国者” 防空系统和情报工作也能保障安全。
[datetime]: 2025-04-26 00:18:46,[content]: 国际货币基金组织成员承诺加大力度增强韧性，摆脱低增长、高债务的路径。成员指出，贸易紧张局势急剧升温，导致市场不确定性上升、波动加剧，并对经济增长与金融稳定构成风险。
[datetime]: 2025-04-26 00:18:37,[content]: IMF总裁格奥尔基耶娃：不想粉饰太平，经济仍面临艰难时期。
[datetime]: 2025-04-26 00:16:28,[content]: IMF总裁格奥尔基耶娃：财政部长和央行行长一致同意减少不确定性以及努力澄清政策的重要性。国际货币基金组织将继续监测金融部门，包括非银行机构，以识别潜在的系统性风险。
[datetime]: 2025-04-26 00:16:12,[content]: 美国联邦调查局(FBI)局长表示很快将透露更多，称“没有人可以凌驾于法律之上”。
[datetime]: 2025-04-26 00:15:44,[content]: 国际货币基金组织（IMF）国际货币与金融委员会（IMFC）主席：我们旨在确保国际货币基金组织有充分能力应对未来挑战。重申2021年4月的汇率承诺。
[datetime]: 2025-04-26 00:15:33,[content]: Nymex美原油期货主力刚刚突破63.00美元/桶关口，最新报63.01美元/桶，日内涨0.35%。
[datetime]: 2025-04-26 00:15:21,[content]: 摩根士丹利将斯凯奇目标股价从每股80.00美元下调至73.00美元。
[datetime]: 2025-04-26 00:14:43,[content]: 【很多美企稀土库存最多只够60天】 4月初，在特朗普政府对中国无理加征所谓“对等关税”后，中方火速出台反制“组合拳”，其中就包括针对钐、钆、铽、镝、镥、钪、钇等7类中重稀土相关物项实施出口管制。据美国《华盛顿邮报》4月24日报道，中国对稀土产品的出口管制，让美国相关机构感到震惊。从美媒的报道来看，虽然美国企业正在寻找替代供应商，并敦促白宫达成协议，以确保原材料继续流向美国制造商，但美国政府却实在找不到简单的解决方案，因为中国在大多数稀土供应方面都拥有绝对的优势地位。 “中国知道这是一个非常有力的筹码，所以他们才会这么做，”曾在拜登政府时期担任能源部电池和关键材料副主任的阿什利·祖姆沃尔特-福布斯表示。“这正迅速成为我们的致命弱点。这些禁令尤其危险，因为其中一种材料往往是整个供应链的关键薄弱环节，而其生产完全在中国。” “很多美国公司的库存可能只够使用40到60天，”美国国家外汇管理局关键矿产战略中心高级政策分析师佐伊·奥伊苏尔表示。“如果中方不批准他们的出口合同，他们担心库存用完后是否还能继续生产。”（环球时报）
[datetime]: 2025-04-26 00:14:43,[content]: 【很多美企稀土库存最多只够60天】 4月初，在特朗普政府对中国无理加征所谓“对等关税”后，中方火速出台反制“组合拳”，其中就包括针对钐、钆、铽、镝、镥、钪、钇等7类中重稀土相关物项实施出口管制。据美国《华盛顿邮报》4月24日报道，中国对稀土产品的出口管制，让美国相关机构感到震惊。从美媒的报道来看，虽然美国企业正在寻找替代供应商，并敦促白宫达成协议，以确保原材料继续流向美国制造商，但美国政府却实在找不到简单的解决方案，因为中国在大多数稀土供应方面都拥有绝对的优势地位。 “中国知道这是一个非常有力的筹码，所以他们才会这么做，”曾在拜登政府时期担任能源部电池和关键材料副主任的阿什利·祖姆沃尔特-福布斯表示。“这正迅速成为我们的致命弱点。这些禁令尤其危险，因为其中一种材料往往是整个供应链的关键薄弱环节，而其生产完全在中国。” “很多美国公司的库存可能只够使用40到60天，”美国国家外汇管理局关键矿产战略中心高级政策分析师佐伊·奥伊苏尔表示。“如果中方不批准他们的出口合同，他们担心库存用完后是否还能继续生产。”（环球时报）
[datetime]: 2025-04-26 00:14:43,[content]: 【很多美企稀土库存最多只够60天】 4月初，在特朗普政府对中国无理加征所谓“对等关税”后，中方火速出台反制“组合拳”，其中就包括针对钐、钆、铽、镝、镥、钪、钇等7类中重稀土相关物项实施出口管制。据美国《华盛顿邮报》4月24日报道，中国对稀土产品的出口管制，让美国相关机构感到震惊。从美媒的报道来看，虽然美国企业正在寻找替代供应商，并敦促白宫达成协议，以确保原材料继续流向美国制造商，但美国政府却实在找不到简单的解决方案，因为中国在大多数稀土供应方面都拥有绝对的优势地位。 “中国知道这是一个非常有力的筹码，所以他们才会这么做，”曾在拜登政府时期担任能源部电池和关键材料副主任的阿什利·祖姆沃尔特-福布斯表示。“这正迅速成为我们的致命弱点。这些禁令尤其危险，因为其中一种材料往往是整个供应链的关键薄弱环节，而其生产完全在中国。” “很多美国公司的库存可能只够使用40到60天，”美国国家外汇管理局关键矿产战略中心高级政策分析师佐伊·奥伊苏尔表示。“如果中方不批准他们的出口合同，他们担心库存用完后是否还能继续生产。”（环球时报）
[datetime]: 2025-04-26 00:12:45,[content]: CBOT玉米期货自日高4.8750美元/蒲式耳回落，目前涨0.15%，报4.8475美元。据媒体报道，日本在关税谈判中考虑加大对美国玉米的进口。
[datetime]: 2025-04-26 00:12:45,[content]: CBOT玉米期货自日高4.8750美元/蒲式耳回落，目前涨0.15%，报4.8475美元。据媒体报道，日本在关税谈判中考虑加大对美国玉米的进口。
[datetime]: 2025-04-26 00:12:28,[content]: 爱尔兰财政部长多诺霍表示，在与美国就贸易问题进行接触以减少不确定性方面，欧盟将“千方百计”。
[datetime]: 2025-04-26 00:12:28,[content]: 爱尔兰财政部长多诺霍表示，在与美国就贸易问题进行接触以减少不确定性方面，欧盟将“千方百计”。
[datetime]: 2025-04-26 00:11:40,[content]: 摩根士丹利将百事公司目标价从168.00美元下调至153.00美元。
[datetime]: 2025-04-26 00:11:40,[content]: 摩根士丹利将百事公司目标价从168.00美元下调至153.00美元。
[datetime]: 2025-04-26 00:11:40,[content]: 摩根士丹利将百事公司目标价从168.00美元下调至153.00美元。
[datetime]: 2025-04-26 00:10:51,[content]: 周五（4月25日）欧市尾盘，德国10年期国债收益率上涨2.1个基点，报2.469%，本周（四个交易日）累计下跌0.2个基点，整体交投于2.520%-2.435%区间。
[datetime]: 2025-04-26 00:10:51,[content]: 【马斯克收购OpenAI受阻 质疑其发展方向】埃隆·马斯克转发了一条有关OpenAI贴文，内容如下：“OpenAI的‘人类至上’承诺？不过是玩笑罢了。数百名研究人员为了能在OpenAI工作而接受了降薪，他们被该公司的一项使命说服，而从法律上来说这项使命不应以盈利为目的。 那项使命如今怎样了呢？据说，在一场新的重组行动中，它正被悄然抛弃，曾经被奉为神圣的所有保障措施都被弃之不顾。”据报道，当地时间2月10日，由马斯克牵头的投资者财团提出以974亿美元的价格收购OpenAI。马斯克的律师马克·托贝罗夫确认了这一消息，并称已向OpenAI董事会提交了该收购要约。对此，奥尔特曼在X平台表示，“不了谢谢，但如果你愿意的话，我们愿意以97.4亿美元的价格收购推特。”
[datetime]: 2025-04-26 00:10:51,[content]: 【马斯克收购OpenAI受阻 质疑其发展方向】埃隆·马斯克转发了一条有关OpenAI贴文，内容如下：“OpenAI的‘人类至上’承诺？不过是玩笑罢了。数百名研究人员为了能在OpenAI工作而接受了降薪，他们被该公司的一项使命说服，而从法律上来说这项使命不应以盈利为目的。 那项使命如今怎样了呢？据说，在一场新的重组行动中，它正被悄然抛弃，曾经被奉为神圣的所有保障措施都被弃之不顾。”据报道，当地时间2月10日，由马斯克牵头的投资者财团提出以974亿美元的价格收购OpenAI。马斯克的律师马克·托贝罗夫确认了这一消息，并称已向OpenAI董事会提交了该收购要约。对此，奥尔特曼在X平台表示，“不了谢谢，但如果你愿意的话，我们愿意以97.4亿美元的价格收购推特。”
[datetime]: 2025-04-26 00:09:38,[content]: 美国教育部就外国资金披露情况对加州大学伯克利分校展开调查。
[datetime]: 2025-04-26 00:09:22,[content]: 摩根士丹利将英特尔目标价从25.00美元下调至23.00美元。
[datetime]: 2025-04-26 00:09:22,[content]: 摩根士丹利将英特尔目标价从25.00美元下调至23.00美元。
[datetime]: 2025-04-26 00:09:22,[content]: 摩根士丹利将英特尔目标价从25.00美元下调至23.00美元。
[datetime]: 2025-04-26 00:07:09,[content]: Keybanc将Alphabet目标股价从每股185.00美元上调至195.00美元。
[datetime]: 2025-04-26 00:07:09,[content]: Keybanc将Alphabet目标股价从每股185.00美元上调至195.00美元。
[datetime]: 2025-04-26 00:07:09,[content]: Keybanc将Alphabet目标股价从每股185.00美元上调至195.00美元。
[datetime]: 2025-04-26 00:06:46,[content]: 【鹏欣资源：一季度归母净利润同比增长283.52%】鹏欣资源4月25日晚间公告，2025年第一季度实现营业收入15.3亿元，同比增长156.54%；归属于上市公司股东的净利润1.08亿元，同比增长283.52%；基本每股收益0.0487元。
[datetime]: 2025-04-26 00:06:19,[content]: 沙特财政大臣兼国际货币基金组织董事会主席：国际货币基金组织必须继续专注于其核心使命，包括促进贸易和经济增长。成员一致同意应对全球债务脆弱性依然是首要任务。许多成员国提及贸易紧张局势加剧带来的不确定性。
[datetime]: 2025-04-26 00:06:15,[content]: 【果麦文化：2024年归母净利润4083.33万元，同比下降23.87%】果麦文化4月25日晚间公告，2024年实现营业收入5.82亿元，同比增长21.76%；归属于上市公司股东的净利润4083.33万元，同比下降23.87%；基本每股收益0.4133元。公司拟向全体股东每10股派发现金红利0.53元（含税）。同日发布的季报显示，果麦文化2025年第一季度实现营业收入1.24亿元，同比增长33.14%；归属于上市公司股东的净利润亏损196.88万元，上年同期净亏损916.78万元；基本每股收益-0.0199元。
[datetime]: 2025-04-26 00:05:07,[content]: 特朗普政府在美国法院文件中表示将恢复被终止的外国学生的合法身份。
[datetime]: 2025-04-26 00:04:40,[content]: 市场消息：达根（Dugan）法官在得知移民官员计划在她的法庭上实施逮捕时“明显发怒”。杜根法官命令移民官员离开法院，称他们没有司法逮捕令。
[datetime]: 2025-04-26 00:03:53,[content]: 【真爱美家：一季度归母净利润2.08亿元，同比增长689.05%】真爱美家4月25日晚间公告，2025年第一季度实现营业收入1.8亿元，同比增长12.94%；归属于上市公司股东的净利润2.08亿元，同比增长689.05%；基本每股收益1.44元。
[datetime]: 2025-04-26 00:02:57,[content]: 市场消息：美国国务卿鲁比奥会见伊拉克外交部长侯赛因。
[datetime]: 2025-04-26 00:02:31,[content]: 美国疾病控制与预防中心（CDC）：截至4月24日，30个辖区共报告了884例确诊麻疹病例。美国有94例麻疹住院病例。
[datetime]: 2025-04-26 00:02:12,[content]: SUMMIT THERAPEUTICS复牌，股价跌逾30%。
[datetime]: 2025-04-26 00:02:12,[content]: SUMMIT THERAPEUTICS复牌，股价跌逾30%。
[datetime]: 2025-04-26 00:01:07,[content]: 【特斯拉焕新Model Y推送OTA新版本，屏幕可显示锥桶】4月25日，特斯拉中国宣布，焕新Model Y已开始分批次推送2025.2.200.2软件，本次软件更新涉及到视觉画面、语音指令，焕新Model Y用户的车辆现在将在屏幕上显示更多物体，例如交通信号灯、交通锥和垃圾桶。语音指令现在可以控制各指定区域的空调设定。此外，还新增了后方交叉交通蜂鸣提示，将车辆挂入倒挡时，检测到正从身后穿行的车辆或行人等物体时，将向后方播放警示音。
[datetime]: 2025-04-25 23:59:24,[content]: 【10-50年期英债收益率本周至少跌约9个基点】 本周（四个交易日），英国10年期国债收益率累计下跌8.7个基点，周五（4月25日）欧市尾盘报4.478%，周二至周三持续走低后反弹，周四和周五再度下挫。两年期英债收益率累跌6.2个基点，报3.858%。30年期英债收益率累跌12.0个基点，报5.219%，周二高位震荡，周三跳水后持续低位震荡；50年期英债收益率累跌9.5个基点，报4.357%。2/10年期英债收益率利差累跌2.503个基点，报+61.870个基点。
[datetime]: 2025-04-25 23:59:11,[content]: 【欧元区4月通胀率料进一步放缓 仅略微高于央行目标值】欧洲央行实现2%通胀率的任务正接近完成，4月份的通胀数据预计仅略高于该目标。根据对32位经济学家的调查，本月消费者价格指数增幅可能放缓至2.1%。下周五公布的核心通胀率预计将升至2.5%。凯投宏观首席欧洲经济学家Andrew Kenningham表示，4月的企业调查数据表明到目前为止美国关税尚未对欧元区造成太大损害，但认为未来几个月将产生显著影响，并已将第二和第三季度欧元区GDP增长预测下调至接近于零。
[datetime]: 2025-04-25 23:59:11,[content]: 【欧元区4月通胀率料进一步放缓 仅略微高于央行目标值】欧洲央行实现2%通胀率的任务正接近完成，4月份的通胀数据预计仅略高于该目标。根据对32位经济学家的调查，本月消费者价格指数增幅可能放缓至2.1%。下周五公布的核心通胀率预计将升至2.5%。凯投宏观首席欧洲经济学家Andrew Kenningham表示，4月的企业调查数据表明到目前为止美国关税尚未对欧元区造成太大损害，但认为未来几个月将产生显著影响，并已将第二和第三季度欧元区GDP增长预测下调至接近于零。
[datetime]: 2025-04-25 23:59:11,[content]: 【欧元区4月通胀率料进一步放缓 仅略微高于央行目标值】欧洲央行实现2%通胀率的任务正接近完成，4月份的通胀数据预计仅略高于该目标。根据对32位经济学家的调查，本月消费者价格指数增幅可能放缓至2.1%。下周五公布的核心通胀率预计将升至2.5%。凯投宏观首席欧洲经济学家Andrew Kenningham表示，4月的企业调查数据表明到目前为止美国关税尚未对欧元区造成太大损害，但认为未来几个月将产生显著影响，并已将第二和第三季度欧元区GDP增长预测下调至接近于零。
[datetime]: 2025-04-25 23:57:23,[content]: SUMMIT THERAPEUTICS股价大跌34%停牌。
[datetime]: 2025-04-25 23:57:00,[content]: 可口可乐：在墨西哥面临更大的竞争力。
[datetime]: 2025-04-25 23:56:35,[content]: 市场消息：谷歌可能在9月份面临第二次反垄断救济审判。
[datetime]: 2025-04-25 23:55:14,[content]: 【海格通信：一季度净利润4558.88万元 同比增长7.25%】海格通信(002465.SZ)发布2025年第一季度报告，实现营业收入10.4亿元，同比下降9.15%；归属于上市公司股东的净利润4558.88万元，同比增长7.25%。
[datetime]: 2025-04-25 23:54:56,[content]: 克里姆林宫发言人佩斯科夫：（谈及莫斯科州巴拉希哈市汽车爆炸事故）基辅再次展现了它的本性。尽管有和平谈判，俄罗斯必须保持警惕，明白基辅政权的本质。
[datetime]: 2025-04-25 23:53:39,[content]: 【欧元区法意西希四国主权债收益率本周至多跌约7个基点】 本周（四个交易日），法国10年期国债收益率累计下跌5.1个基点，周五（4月25日）欧市尾盘报3.190%，周二和周三高位震荡，周四显著下挫，周五略微回升。意大利10年期国债收益率累跌6.9个基点，报3.576%。西班牙10年期国债收益率累跌4.8个基点，报3.123%。希腊10年期国债收益率累跌7.1个基点，报3.311%。
[datetime]: 2025-04-25 23:50:28,[content]: 特斯拉涨幅扩大至9%，总市值升至9100亿美元。报道称公司可能将在印度推出新车。
[datetime]: 2025-04-25 23:50:28,[content]: 特斯拉涨幅扩大至9%，总市值升至9100亿美元。报道称公司可能将在印度推出新车。
[datetime]: 2025-04-25 23:50:28,[content]: 特斯拉涨幅扩大至9%，总市值升至9100亿美元。报道称公司可能将在印度推出新车。
[datetime]: 2025-04-25 23:50:01,[content]: 特斯拉(TSLA.O)涨幅扩大至9%，总市值升至9100亿美元。
[datetime]: 2025-04-25 23:48:33,[content]: 【特斯拉向印度早期预订用户退款，引发市场猜测马斯克将在印度推出新车】电子邮件显示，特斯拉公司印度办事处正在向Model 3的早期预订用户退款，这引发了人们对这家电动汽车制造商即将在印度推出新车的猜测。电子邮件中写道：“我们希望暂时退还您的预订费。当我们最终确定在印度的销售方案后，我们将再次与市场联系。我们希望在准备好在贵国推出和交付后，能再次见到您。”这些邮件来自特斯拉的域名，署名是“特斯拉印度”。据一位接到电话的客户称，特斯拉还在给预订Model 3的用户打电话。这些预订可以追溯到 2016 年，退款是由于老款 Model 3 停产。
[datetime]: 2025-04-25 23:48:33,[content]: 【特斯拉向印度早期预订用户退款，引发市场猜测马斯克将在印度推出新车】电子邮件显示，特斯拉公司印度办事处正在向Model 3的早期预订用户退款，这引发了人们对这家电动汽车制造商即将在印度推出新车的猜测。电子邮件中写道：“我们希望暂时退还您的预订费。当我们最终确定在印度的销售方案后，我们将再次与市场联系。我们希望在准备好在贵国推出和交付后，能再次见到您。”这些邮件来自特斯拉的域名，署名是“特斯拉印度”。据一位接到电话的客户称，特斯拉还在给预订Model 3的用户打电话。这些预订可以追溯到 2016 年，退款是由于老款 Model 3 停产。
[datetime]: 2025-04-25 23:47:25,[content]: 【完美世界：一季度归母净利润3.02亿元，同比扭亏】 完美世界4月25日晚间公告，2025年第一季度实现营业收入20.23亿元，同比增长52.22%；归属于上市公司股东的净利润3.02亿元，上年同期净亏损2976.41亿元；基本每股收益0.16元。
[datetime]: 2025-04-25 23:47:21,[content]: 市场消息：特斯拉(TSLA.O)向印度的早期预定者退还预订款，或接近在印度推出新车。
[datetime]: 2025-04-25 23:47:21,[content]: 市场消息：特斯拉(TSLA.O)向印度的早期预定者退还预订款，或接近在印度推出新车。
[datetime]: 2025-04-25 23:47:12,[content]: 瑞银将英特尔目标股价从每股22.00美元下调至21.00美元。
[datetime]: 2025-04-25 23:47:12,[content]: 瑞银将英特尔目标股价从每股22.00美元下调至21.00美元。
[datetime]: 2025-04-25 23:47:12,[content]: 瑞银将英特尔目标股价从每股22.00美元下调至21.00美元。
[datetime]: 2025-04-25 23:47:08,[content]: 【俄称击落乌无人机 乌称摧毁俄武器装备】俄罗斯国防部25日称，击落了数架乌克兰无人机。乌克兰武装部队总参谋部25日称，乌军袭击了多处俄军人员、武器和军事装备集中区，摧毁俄军大量武器装备。俄罗斯国防部25日通报称，过去一天内，俄军在库尔斯克方向与乌军发生战斗，摧毁乌军1套火箭炮系统和2辆装甲车。此外，25日上午，俄军在别尔哥罗德州和克里米亚地区上空击落7架乌军无人机。乌克兰武装部队总参谋部25日发布战况信息称，过去24小时前线地区发生175次战斗。乌空军、导弹部队和炮兵袭击了俄军人员、武器和军事装备集中区和1个控制点，摧毁俄军大量武器装备。另据乌空军25日通报称，自24日晚起，俄军使用上百架固定翼无人机袭击了乌克兰。截至25日8时30分，乌军击落了其中的41架。（央视新闻）
[datetime]: 2025-04-25 23:43:35,[content]: 明晟公司MSCI北欧国家指数跌0.1%，报332.10点，北欧保健板块表现最差。工程设备供应商Indutrade AB跌6.2%，在一众成分股里表现最差。
[datetime]: 2025-04-25 23:42:36,[content]: 美国农业部长罗林斯：准备为受关税影响的农民提供临时援助。
[datetime]: 2025-04-25 23:42:12,[content]: SUMMIT THERAPEUTICS跌幅扩大至18%，为5月31日以来最大跌幅。
[datetime]: 2025-04-25 23:39:35,[content]: 【拉加德：不确定性使欧洲央行无法就利率发出明确信号】周五，欧洲央行行长拉加德表示，反通胀进程“仍在正轨”，同时警告称，高度的不确定性使得央行不可能在利率方面发出明确的信号。“多数潜在通胀指标显示，通胀将稳定在我们的中期目标附近。”拉加德称。“展望未来，通胀预计将徘徊在2%的目标附近。”拉加德还表示，“特别是在冲击的规模和分布高度不确定的情况下，我们无法通过承诺特定的利率路径来提供确定性。”欧洲央行在上周第七次降息后，虽然大多数政策制定者仍对下一步行动保持谨慎，但一些人开始暗示，随着特朗普的贸易政策给欧元区经济带来压力，可能需要更多地放宽政策。与此同时，他们对今年通胀率将回到2%更加有信心。
[datetime]: 2025-04-25 23:39:35,[content]: 【拉加德：不确定性使欧洲央行无法就利率发出明确信号】周五，欧洲央行行长拉加德表示，反通胀进程“仍在正轨”，同时警告称，高度的不确定性使得央行不可能在利率方面发出明确的信号。“多数潜在通胀指标显示，通胀将稳定在我们的中期目标附近。”拉加德称。“展望未来，通胀预计将徘徊在2%的目标附近。”拉加德还表示，“特别是在冲击的规模和分布高度不确定的情况下，我们无法通过承诺特定的利率路径来提供确定性。”欧洲央行在上周第七次降息后，虽然大多数政策制定者仍对下一步行动保持谨慎，但一些人开始暗示，随着特朗普的贸易政策给欧元区经济带来压力，可能需要更多地放宽政策。与此同时，他们对今年通胀率将回到2%更加有信心。
[datetime]: 2025-04-25 23:38:46,[content]: 欧洲主要股指收盘集体上涨，德国DAX30指数涨0.82%，报22249.56点；英国富时100指数涨0.10%，报8415.96点；法国CAC40指数涨0.45%，报7536.26点；欧洲斯托克50指数涨0.80%，报5156.05点。
[datetime]: 2025-04-25 23:38:46,[content]: 欧洲主要股指收盘集体上涨，德国DAX30指数涨0.82%，报22249.56点；英国富时100指数涨0.10%，报8415.96点；法国CAC40指数涨0.45%，报7536.26点；欧洲斯托克50指数涨0.80%，报5156.05点。
[datetime]: 2025-04-25 23:37:41,[content]: 【七天免签 往来“港澳-南沙”中国籍船舶进出口岸更便利】4月25日，随着集装箱船“博运302”收到广州海事部门发出的首张针对货船的定期查验进出口岸许可证，标志着往来“港澳-南沙”中国籍船舶出口岸“七天免签”模式正式推行，广州在口岸通关便利化方面迈出了重要一步。（央视新闻）
[datetime]: 2025-04-25 23:36:20,[content]:                                     【最高法公开宣判“NP01154”玉米新品种侵权上诉案，依法惩罚性判赔5300余万元】 4月25日，最高人民法院知识产权法庭在其第二法庭公开开庭，对恒某种业有限公司（以下简称恒某公司）与河南金某种业股份有限公司（以下简称金某公司）侵害植物新品种权纠纷一案进行公开宣判。合议庭当庭针对案件的争议焦点简要阐述了裁判意见，随后宣布撤销原判、依法改判金某公司停止侵害、赔偿恒某公司经济损失及维权合理开支共计5354.7万余元，并明确了停止侵害责任的具体承担方式以及迟延履行金等。
[datetime]: 2025-04-25 23:35:37,[content]: 【美玩具公司因关税政策起诉美政府】美国政府的关税政策给美国很多中小企业带来了巨大的压力，一些中小企业也拿起法律武器。据美国哥伦比亚广播公司4月24日报道，一家名为“教学资源”的美国益智玩具公司近日起诉了美国政府，指控美国政府在未经国会授权的情况下单方面大幅提高关税，导致其进口商品的成本激增、进口业务几乎全面停滞。针对特朗普政府所谓的“关税将倒逼制造业回流”，这家公司称，这是脱离现实的空想，过去十年公司多次尝试本土生产，但最终都失败了。（CCTV国际时讯）
[datetime]: 2025-04-25 23:35:37,[content]: 【美玩具公司因关税政策起诉美政府】美国政府的关税政策给美国很多中小企业带来了巨大的压力，一些中小企业也拿起法律武器。据美国哥伦比亚广播公司4月24日报道，一家名为“教学资源”的美国益智玩具公司近日起诉了美国政府，指控美国政府在未经国会授权的情况下单方面大幅提高关税，导致其进口商品的成本激增、进口业务几乎全面停滞。针对特朗普政府所谓的“关税将倒逼制造业回流”，这家公司称，这是脱离现实的空想，过去十年公司多次尝试本土生产，但最终都失败了。（CCTV国际时讯）
[datetime]: 2025-04-25 23:34:25,[content]: 【启明星辰：一季度净利润159.71万元 同比扭亏】 启明星辰(002439)4月25日晚间发布一季报，2025年第一季度营业收入6.41亿元，同比下降30.54%；归母净利润159.71万元，同比扭亏，上年同期亏损1.13亿元。报告期内网络安全市场环境延续机遇与挑战并存的态势，下游客户的需求仍未出现明显好转，对公司营业收入形成一定影响。
[datetime]: 2025-04-25 23:34:13,[content]:                                     【新希望：2024年归母净利润4.74亿元，同比增长90.05%】 新希望4月25日晚间公告，2024年实现营业收入1030.63亿元，同比下降27.27%；归属于上市公司股东的净利润4.74亿元，同比增长90.05%；基本每股收益0.09元。公司拟向全体股东每10股派发现金红利0.24元（含税）。
[datetime]: 2025-04-25 23:33:25,[content]: 国际货币基金组织（IMF）的格奥尔基耶娃表示，选举由阿根廷人民决定，她传达的信息是阿根廷应继续推进改革。
[datetime]: 2025-04-25 23:33:23,[content]: 特斯拉涨幅扩大至8%。
[datetime]: 2025-04-25 23:32:58,[content]: 完美世界：每股末期股息0.23元人民币。
[datetime]: 2025-04-25 23:32:54,[content]: 【欧盟考虑修改最低税法 以缓和与特朗普的紧张关系】欧盟下周将考虑修改其规定15%最低企业税的法律，以缓解与美国的紧张关系。文件显示，在下周二的一次会议上，官员们将讨论几项可能会显著改变欧盟适用法律方式的政策选择。他们的目的是安抚特朗普，美国政府不希望美国公司受到这项法律的约束。《最低税收指令》生效不到两年，在整个欧盟范围内征收15%的公司税基准，与当时包括美国在内的140多个国家签署的2021年协议一致。
[datetime]: 2025-04-25 23:32:54,[content]: 【欧盟考虑修改最低税法 以缓和与特朗普的紧张关系】欧盟下周将考虑修改其规定15%最低企业税的法律，以缓解与美国的紧张关系。文件显示，在下周二的一次会议上，官员们将讨论几项可能会显著改变欧盟适用法律方式的政策选择。他们的目的是安抚特朗普，美国政府不希望美国公司受到这项法律的约束。《最低税收指令》生效不到两年，在整个欧盟范围内征收15%的公司税基准，与当时包括美国在内的140多个国家签署的2021年协议一致。
[datetime]: 2025-04-25 23:32:14,[content]:                                     【完美世界：一季度归母净利润3.02亿元，同比扭亏】 完美世界4月25日晚间公告，2025年第一季度实现营业收入20.23亿元，同比增长52.22%；归属于上市公司股东的净利润3.02亿元，上年同期净亏损2976.41亿元；基本每股收益0.16元。
[datetime]: 2025-04-25 23:31:49,[content]: 【四川长虹：2025年第一季度净利润3.45亿元，同比增长96.68%】 四川长虹公告，2025年第一季度营收为268.37亿元，同比增长12.89%；净利润为3.45亿元，同比增长96.68%。
[datetime]: 2025-04-25 23:31:31,[content]: 【Seven & i新任CEO：计划美国上市集资后扩大当地门市规模】 日本7-Eleven便利商店营运商Seven & i Holdings新任首席执行官Stephen Dacus称，计划明年将美国零售业务在美国上市后，将上市所得资金加大对当地门市的投资。他称，首次公开招股为公司提供财务灵活性，可以更积极地投资门店。公司在美国拥有约1000间设有快餐服务的便利商店，其销售额和利润远远超过普通商店，希望尽快扩大该规模，并指出将为另外1200间商店可以增加快餐服务。
[datetime]: 2025-04-25 23:31:31,[content]: 【Seven & i新任CEO：计划美国上市集资后扩大当地门市规模】 日本7-Eleven便利商店营运商Seven & i Holdings新任首席执行官Stephen Dacus称，计划明年将美国零售业务在美国上市后，将上市所得资金加大对当地门市的投资。他称，首次公开招股为公司提供财务灵活性，可以更积极地投资门店。公司在美国拥有约1000间设有快餐服务的便利商店，其销售额和利润远远超过普通商店，希望尽快扩大该规模，并指出将为另外1200间商店可以增加快餐服务。
