stock_code,trade_date,close,macd_dif,macd_dea,macd,kdj_k,kdj_d,kdj_j,rsi_6,rsi_12,rsi_24,boll_upper,boll_mid,boll_lower,cci,turnover_rate,turnover_rate_f,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,stock_name,area,industry,list_date
002485.SZ,20241231,3.24,-0.009,0.021,-0.06,20.358,20.537,19.999,41.749,44.866,49.101,3.587,3.352,3.116,-111.074,0.805,3.2736,1.92,,1.3153,2.4585,,54400.0,54400.0,13377.7333,176256.0,176256.0,ST雪发,山东,商贸代理,20101015
834062.BJ,20241231,7.66,-0.359,-0.306,-0.106,47.171,33.201,75.111,46.713,42.323,46.903,9.85,8.168,6.487,5.618,5.4448,6.2752,1.31,30.0814,2.0433,1.279,,18658.6277,12941.9055,11229.136,142925.0882,99134.9961,科润智控,浙江,电气设备,20220713
831010.BJ,20241231,8.81,-0.437,-0.343,-0.186,38.656,29.788,56.392,62.761,50.709,51.355,10.694,8.791,6.888,60.049,16.1182,29.8236,3.43,56.392,3.1067,3.8003,,23450.0,17366.8103,9385.9254,206594.5,153001.5987,凯添燃气,宁夏,供气供热,20200727
688283.SH,20241231,24.62,-0.731,-0.412,-0.638,16.593,18.612,12.555,21.925,33.06,43.558,30.018,26.948,23.877,-103.901,0.784,1.2464,1.75,59.5907,3.1542,14.4036,,12180.0,8549.1571,5377.2499,299871.6,210480.2478,坤恒顺维,四川,电器仪表,20220215
688515.SH,20241231,99.0,3.731,3.487,0.487,54.671,62.167,39.679,46.373,52.262,55.274,108.206,97.172,86.139,27.858,4.2808,5.3797,0.8,,4.7641,21.1317,,8000.0,4916.7227,3912.4018,792000.0,486755.5473,裕太微-U,江苏,半导体,20230210
835305.BJ,20241231,20.31,-0.897,-0.622,-0.55,23.625,25.523,19.828,42.853,42.304,47.72,25.772,21.904,18.037,-42.843,6.4485,10.4593,1.66,,3.4662,10.1998,,13237.6125,8110.0875,5000.1718,268855.9099,164715.8771,云创数据,江苏,软件服务,20210826
833509.BJ,20241231,14.24,-0.865,-0.535,-0.659,8.559,15.334,-4.991,20.588,32.539,43.4,19.814,16.862,13.91,-155.966,2.7455,3.9854,0.93,56.8944,7.1741,12.4465,,16185.5696,8244.8378,5679.6678,230482.5111,117406.4903,同惠电子,江苏,电器仪表,20210111
688309.SH,20241231,12.45,-0.411,-0.204,-0.413,12.175,18.13,0.264,23.296,31.526,40.712,15.765,14.062,12.36,-101.138,0.8685,1.6967,0.96,167.82,1.3851,12.1281,,8001.0733,8001.0733,4095.6641,99613.3626,99613.3626,恒誉环保,山东,环境保护,20200714
688535.SH,20241231,74.35,0.429,0.526,-0.192,48.72,54.381,37.399,39.033,44.926,49.476,83.157,77.178,71.2,0.12,6.8849,7.6906,0.76,139.6083,5.8716,18.8492,,8069.6453,5144.6548,4605.6377,599978.1281,382505.0844,华海诚科,江苏,半导体,20230404
835508.BJ,20241231,28.86,-1.712,-0.927,-1.57,18.874,15.278,26.067,36.102,39.63,47.091,39.908,32.787,25.666,-61.875,7.9637,13.6068,1.51,,7.5209,18.264,,5000.0,2603.75,1523.9,144300.0,75144.225,殷图网联,北京,电气设备,20200727
834770.BJ,20241231,15.65,-1.231,-0.859,-0.744,12.124,22.373,-8.373,24.507,32.534,43.138,22.381,18.906,15.431,-168.263,5.8008,8.0169,0.56,51.1281,3.4567,11.2994,,13013.2175,8189.38,5925.6341,203656.8539,128163.797,艾能聚,浙江,电气设备,20230228
834682.BJ,20241231,7.85,-0.345,-0.282,-0.126,43.129,35.429,58.529,39.327,39.003,45.898,9.799,8.455,7.111,-48.574,2.6626,3.8869,1.18,15.9794,1.9852,0.5991,,27040.0,15693.7018,10750.1902,212264.0,123195.5591,球冠电缆,浙江,电气设备,20200727
688575.SH,20241231,15.8,-0.524,-0.471,-0.106,15.964,23.91,0.073,17.246,25.942,34.471,18.184,16.93,15.676,-145.687,0.7261,1.4258,0.84,31.2166,3.3864,4.7372,,57026.74,57026.74,29040.7349,901022.492,901022.492,亚辉龙,深圳,医疗保健,20210517
688317.SH,20241231,16.25,-0.414,-0.289,-0.25,12.814,14.342,9.759,25.011,33.042,42.053,18.98,17.456,15.932,-96.18,0.7146,1.1332,1.41,,0.8321,15.1059,,19215.7999,19215.7999,12118.6439,312256.7484,312256.7484,之江生物,上海,医疗保健,20210118
870199.BJ,20241231,19.61,-1.519,-0.598,-1.842,4.247,7.898,-3.056,21.224,33.906,43.775,31.482,25.042,18.603,-120.332,3.5264,7.6703,0.91,41.1223,2.594,4.6541,,6810.98,3720.1495,1710.3488,133563.3178,72952.1317,倍益康,四川,家用电器,20221201
002100.SZ,20241231,6.55,-0.029,-0.008,-0.041,26.114,29.024,20.295,34.658,40.765,45.963,7.029,6.758,6.488,-80.239,2.1443,2.9655,1.27,,1.2874,0.5137,,136525.1515,136525.1515,98718.6755,894239.7423,894239.7423,天康生物,新疆,饲料,20061226
688616.SH,20241231,10.39,-0.19,-0.06,-0.26,18.78,19.934,16.473,30.573,36.734,45.634,12.389,11.25,10.11,-94.66,0.8791,2.1246,1.03,18.6335,2.3006,2.7372,,17937.8265,17937.8265,7422.2265,186374.0173,186374.0173,西力科技,浙江,电器仪表,20210318
688337.SH,20241231,39.0,-0.967,-0.39,-1.154,17.433,19.771,12.756,16.178,31.327,44.817,47.575,43.052,38.53,-115.499,2.6402,2.6402,1.03,75.6811,2.4273,10.332,,19410.403,6573.4735,6573.4735,757005.717,256365.4665,普源精电,江苏,电器仪表,20220408
873570.BJ,20241231,29.98,-2.45,-1.698,-1.503,5.435,9.92,-3.536,18.156,31.008,41.96,45.645,36.555,27.464,-136.484,2.6097,3.7919,0.97,46.5698,3.9294,8.1295,,4560.8929,2238.9702,1540.957,136735.5691,67124.3266,坤博精工,浙江,机械基件,20231123
002120.SZ,20241231,7.52,-0.109,-0.1,-0.018,32.508,35.223,27.079,28.049,34.435,41.307,8.115,7.806,7.498,-128.689,0.8078,1.796,1.12,11.6665,1.101,0.4575,2.2549,289919.469,281512.3277,126612.6803,2180194.4069,2116972.7043,韵达股份,浙江,仓储物流,20070306
002061.SZ,20241231,4.08,-0.045,-0.031,-0.027,33.137,33.504,32.405,33.353,39.373,45.963,4.457,4.238,4.02,-88.902,1.426,2.8324,1.26,7.4253,0.7209,0.2257,3.0637,259913.79,259913.79,130860.4774,1060448.2632,1060448.2632,浙江交科,浙江,建筑工程,20060816
688636.SH,20241231,28.1,-0.116,0.098,-0.428,29.405,30.834,26.548,35.06,42.568,48.413,32.252,29.798,27.343,-89.494,1.4087,2.8053,0.72,124.2452,2.935,6.6926,,11256.1524,11250.1614,5649.363,316297.8824,316129.5353,智明达,四川,元器件,20210408
688393.SH,20241231,17.31,-0.535,-0.208,-0.654,5.953,9.573,-1.285,16.361,29.761,41.573,22.15,19.53,16.91,-111.859,0.7,1.2771,0.91,50.4667,1.2709,3.269,,9356.7699,9356.7699,5128.2707,161965.687,161965.687,安必平,广东,医疗保健,20200820
688597.SH,20241231,9.73,0.064,0.014,0.099,73.675,59.634,101.757,63.04,57.608,55.221,9.983,9.427,8.871,112.067,1.8866,2.6584,1.08,30.2231,3.1052,3.3085,,24706.3649,24706.3649,17533.0151,240392.9305,240392.9305,煜邦电力,北京,电器仪表,20210617
688292.SH,20241231,19.8,-0.542,-0.255,-0.575,14.282,20.11,2.627,27.015,36.463,45.119,24.699,21.926,19.152,-87.316,1.5579,1.7829,0.86,64.8763,3.0021,6.6885,,15834.6667,9002.0429,7866.1732,313526.4007,178240.4494,浩瀚深度,北京,通信设备,20220818
688766.SH,20241231,101.26,5.136,6.99,-3.707,18.85,33.575,-10.601,32.685,45.98,52.001,129.556,107.758,85.961,-139.473,5.138,8.8619,0.87,38.4601,5.0024,6.1945,,10560.9735,10560.9735,6123.0869,1069404.1766,1069404.1766,普冉股份,上海,半导体,20210823
600970.SH,20241231,9.48,-0.225,-0.196,-0.058,21.687,22.099,20.863,24.221,31.11,39.238,10.644,9.974,9.303,-111.834,0.9723,1.9632,1.11,8.4223,1.2365,0.5442,4.2194,264202.1768,223414.8486,110651.4288,2504636.6361,2117972.7647,中材国际,江苏,建筑工程,20050412
688180.SH,20241231,27.33,-0.723,-0.437,-0.573,6.477,9.294,0.843,19.339,30.09,40.593,32.151,29.695,27.239,-110.319,0.5464,0.9249,1.03,,4.3643,15.0725,,98568.9871,76454.8971,45166.7685,2693890.4174,2089512.3377,君实生物-U,上海,生物制药,20200715
688318.SH,20241231,171.0,3.134,5.005,-3.742,37.23,48.964,13.762,25.847,39.674,48.581,206.421,189.962,173.503,-138.232,3.6326,11.7247,1.04,121.9389,9.0638,78.9355,,18294.248,18294.248,5667.9542,3128316.408,3128316.408,财富趋势,深圳,软件服务,20200427
831526.BJ,20241231,25.94,-2.262,-1.759,-1.006,5.324,10.079,-4.187,15.71,25.39,38.787,37.076,30.966,24.856,-132.696,2.2971,4.7471,1.2,104.3311,9.8882,18.7998,,8270.0,5217.9911,2524.9892,214523.8,135354.6891,凯华材料,天津,化工原料,20221222
688351.SH,20241231,19.04,-0.433,-0.27,-0.327,26.809,31.488,17.451,28.659,36.528,43.288,23.555,20.886,18.218,-100.652,1.8464,1.8464,0.92,249.6194,5.1772,23.3345,,47060.0,12485.9881,12485.9881,896022.4,237733.2134,微电生理,上海,医疗保健,20220831
688208.SH,20241231,39.16,1.275,0.98,0.591,56.817,56.369,57.712,61.633,61.881,60.831,40.56,36.872,33.183,98.585,3.8064,6.0696,0.76,38.9782,5.6442,4.5776,,45187.8028,45187.8028,28338.6422,1769554.3576,1769554.3576,道通科技,深圳,IT设备,20200213
688268.SH,20241231,45.92,-1.439,-1.081,-0.717,8.566,13.016,-0.335,16.245,26.541,38.613,53.677,50.06,46.443,-145.874,1.198,3.0053,1.09,30.3453,3.18,3.8669,,12038.5057,12022.3057,4792.3516,552808.1817,552064.2777,华特气体,广东,化工原料,20191226
688338.SH,20241231,24.19,-0.664,-0.489,-0.35,7.607,11.048,0.725,22.787,31.664,41.674,28.117,26.012,23.906,-130.109,0.4236,0.7838,1.09,22.773,1.57,8.6237,,10614.24,10614.24,5736.2255,256758.4656,256758.4656,赛科希德,北京,医疗保健,20200806
688371.SH,20241231,15.52,-0.246,-0.168,-0.155,18.004,22.404,9.204,38.258,41.524,47.704,17.218,16.255,15.292,-73.97,0.9642,1.1291,0.88,272.5488,2.7393,11.754,,33547.2356,12693.9022,10840.1422,520653.0965,197009.3621,菲沃泰,江苏,元器件,20220802
688228.SH,20241231,44.56,-0.448,0.731,-2.358,11.053,16.554,0.051,24.258,36.839,46.109,59.679,51.978,44.278,-132.489,3.67,8.2715,1.16,74.5609,2.4117,3.9657,,6751.824,6751.824,2995.744,300861.2774,300861.2774,开普云,广东,软件服务,20200327
688358.SH,20241231,24.42,-0.392,-0.071,-0.643,6.055,9.678,-1.19,20.171,34.384,44.661,28.999,26.418,23.838,-105.541,0.5386,1.9231,0.96,26.4659,1.9903,6.163,,11212.4537,11212.4537,3140.0581,273808.1194,273808.1194,祥生医疗,江苏,医疗保健,20191203
833943.BJ,20241231,16.4,-0.462,-0.305,-0.313,48.71,33.677,78.776,52.196,47.872,50.251,20.847,17.262,13.678,13.648,4.9248,6.1951,1.0,25.7343,2.8676,1.8671,,10152.1378,4120.2108,3275.3213,166495.0599,67571.4571,优机股份,四川,机械基件,20220624
688496.SH,20241231,8.57,-0.223,-0.134,-0.179,14.802,20.745,2.915,27.424,36.208,43.783,10.23,9.406,8.583,-132.255,1.3967,2.9779,0.88,,3.6568,5.6532,,45000.0,23794.56,11160.0,385650.0,203919.3792,清越科技,江苏,元器件,20221228
688248.SH,20241231,32.09,-0.121,-0.191,0.139,51.635,57.304,40.296,35.671,42.532,47.183,34.152,32.751,31.349,-21.494,0.9766,1.4261,0.71,45.181,6.2423,6.0159,,56470.0,22840.0,15640.0,1812122.3,732935.6,南网科技,广东,电气设备,20211222
688378.SH,20241231,22.81,-0.331,-0.268,-0.126,43.315,38.558,52.829,44.122,45.076,48.553,25.602,23.665,21.728,3.039,2.2157,3.1218,1.19,37.7472,2.6992,8.38,,20814.8221,20121.5983,14281.3615,474786.0921,458973.6572,奥来德,吉林,专用机械,20200903
834599.BJ,20241231,12.76,-0.395,-0.215,-0.36,8.18,9.871,4.796,19.075,31.248,44.449,15.402,13.956,12.511,-116.659,0.9636,1.5319,1.1,9.1759,2.1327,0.9934,,45752.5,34057.9743,21423.3547,583801.9,434579.7521,同力股份,陕西,工程机械,20210222
831855.BJ,20241231,16.7,-0.619,0.147,-1.532,10.147,10.264,9.913,37.528,42.103,48.445,25.144,19.888,14.633,-75.801,12.2809,15.9452,1.27,36.9704,2.2988,4.8123,,7473.3333,2646.436,2038.2683,124804.6661,44195.4812,浙江大农,浙江,机床制造,20221229
688357.SH,20241231,21.93,-0.757,-0.496,-0.523,5.52,8.311,-0.061,13.067,25.267,38.651,26.677,24.257,21.837,-133.372,0.7993,1.4936,1.26,28.298,1.3063,2.9738,,10005.8399,10005.8399,5354.6218,219428.069,219428.069,建龙微纳,河南,化工原料,20191204
920106.BJ,20241231,60.0,-3.023,-2.368,-1.31,17.469,14.959,22.49,32.36,14.295,6.633,,,,,16.7742,16.7742,1.28,34.1196,5.5474,9.0539,,3900.0,1210.5745,1210.5745,234000.0,72634.47,林泰新材,,,20241218
002140.SZ,20241231,9.88,-0.002,0.106,-0.215,31.197,27.263,39.064,32.574,42.599,50.839,11.188,10.392,9.595,-66.77,0.8332,2.0093,0.98,17.4763,1.6453,0.871,1.1134,70804.0122,54151.0505,22454.8104,699543.6405,535012.3789,东华科技,安徽,建筑工程,20070712
002302.SZ,20241231,6.58,-0.107,-0.058,-0.098,20.776,27.034,8.26,25.673,34.477,42.89,7.72,7.2,6.68,-162.147,2.1038,5.4364,1.02,27.7534,0.9057,0.3857,1.7477,126235.4304,126235.4304,48851.5666,830629.132,830629.132,西部建设,新疆,水泥,20091103
000157.SZ,20241231,7.23,0.037,0.023,0.028,68.579,64.469,76.798,61.656,57.359,54.658,7.292,7.091,6.89,117.228,1.3819,2.0753,1.67,16.5547,1.0986,1.3655,4.426,867799.2236,707051.0063,470801.4387,6274188.3866,5111978.7755,中联重科,湖南,工程机械,20001012
688692.SH,20241231,364.44,-5.612,-3.492,-4.24,39.413,30.829,56.58,48.927,47.05,50.079,407.813,373.998,340.184,14.977,4.6621,4.6621,0.99,78.6366,9.2506,28.344,,7600.0,1520.0,1520.0,2769744.0,553948.8,达梦数据,湖北,软件服务,20240612
600581.SH,20241231,3.07,-0.072,-0.042,-0.06,9.529,13.157,2.273,22.124,31.784,41.765,3.656,3.345,3.034,-134.401,0.8895,1.7799,0.63,,13.1533,0.236,,153869.147,153289.787,76610.8606,472378.2813,470599.6461,八一钢铁,新疆,普钢,20020816
002322.SZ,20241231,12.59,-0.228,-0.191,-0.074,13.637,18.499,3.913,26.056,33.507,39.836,13.855,13.216,12.576,-157.016,1.2352,1.7723,1.07,15.9832,1.6431,4.3503,9.4331,37914.797,36501.9679,25440.2293,477347.2942,459559.7759,理工能科,浙江,软件服务,20091218
000419.SZ,20241231,5.71,0.006,0.075,-0.139,34.211,28.704,45.225,41.998,46.122,50.873,6.601,5.983,5.365,-47.71,3.2829,5.8972,1.22,19.686,0.9109,1.7011,2.1016,54358.2655,54358.2655,30261.0171,310385.696,310385.696,通程控股,湖南,百货,19960816
688718.SH,20241231,10.0,-0.322,-0.164,-0.318,13.312,15.176,9.585,24.064,32.91,43.214,12.706,11.196,9.686,-102.347,0.5432,1.6172,1.12,46.0559,2.2773,4.5901,,17375.4389,17375.4389,5835.7859,173754.389,173754.389,唯赛勃,上海,塑料,20210728
600609.SH,20241231,7.2,0.078,0.197,-0.238,39.668,39.929,39.145,35.283,43.924,51.604,8.598,7.807,7.016,-91.6,2.7178,3.7985,0.65,42.4432,6.891,2.0443,,131120.0558,131120.0558,93815.1024,944064.4018,944064.4018,金杯汽车,辽宁,汽车配件,19920724
600480.SH,20241231,10.81,0.095,0.271,-0.352,24.889,27.991,18.685,31.742,42.746,50.347,13.09,11.778,10.465,-101.002,2.667,4.55,0.94,14.7313,1.3941,0.5453,3.2377,94049.841,91696.541,53749.2248,1016678.7812,991239.6082,凌云股份,河北,汽车配件,20030815
002342.SZ,20241231,3.23,-0.103,-0.042,-0.121,10.84,14.098,4.324,23.018,29.924,40.045,4.119,3.62,3.121,-87.372,1.4176,1.9669,0.74,,1.2556,1.4398,0.0929,96000.0,95469.0,68807.0,310080.0,308364.87,巨力索具,河北,机械基件,20100126
688778.SH,20241231,45.64,-0.281,0.355,-1.271,11.486,14.95,4.557,21.292,37.926,48.845,52.944,49.195,45.446,-145.794,0.5466,1.679,0.76,39.7968,2.2251,1.3648,,42077.1001,42077.1001,13696.8848,1920398.8486,1920398.8486,厦钨新能,福建,电气设备,20210805
600629.SH,20241231,9.22,0.226,0.183,0.086,57.804,41.957,89.499,76.373,65.319,61.345,9.273,8.231,7.188,143.702,10.9471,23.0357,2.78,21.6914,1.7499,0.9929,1.5187,97036.2838,94465.8954,44892.3352,894674.5366,870975.5556,华建集团,上海,建筑工程,19930209
002362.SZ,20241231,22.66,0.22,0.907,-1.374,13.654,21.377,-1.791,29.742,40.83,47.874,32.013,26.708,21.403,-192.982,9.3305,11.7793,0.96,,4.6934,3.4106,,24445.4646,20759.3932,16443.7784,553934.2278,470407.8499,汉王科技,北京,软件服务,20100303
000538.SZ,20241231,59.95,0.75,0.692,0.115,62.833,68.428,51.645,54.192,58.205,58.043,61.391,58.942,56.492,51.874,0.4327,1.0629,0.84,24.8931,2.7886,2.7192,5.4876,178426.2603,176940.0035,72036.1766,10696654.305,10607553.2098,云南白药,云南,中成药,19931215
688793.SH,20241231,29.8,0.137,0.195,-0.116,44.471,58.091,17.232,33.958,42.183,45.584,34.672,31.486,28.3,-77.99,2.3154,6.6325,0.59,,6.7657,2.1897,,8594.5419,8594.5419,3000.3316,256117.3486,256117.3486,倍轻松,深圳,家用电器,20210715
600649.SH,20241231,4.45,-0.125,-0.08,-0.09,11.401,12.844,8.515,23.768,33.491,43.782,5.347,4.828,4.31,-90.266,0.8327,1.7511,0.88,,0.5508,5.3846,1.3349,252957.5634,252957.5634,120290.4091,1125661.1571,1125661.1571,城投控股,上海,区域地产,19930518
002389.SZ,20241231,18.05,-0.335,-0.298,-0.075,33.557,31.873,36.926,32.55,38.835,45.958,20.119,18.892,17.665,-77.065,1.4336,2.3243,0.96,1009.6383,2.258,7.3494,0.3314,99360.9682,99082.3202,61110.7705,1793465.476,1788435.8796,航天彩虹,浙江,航空,20100413
000558.SZ,20241231,3.41,0.016,0.132,-0.231,13.018,16.621,5.814,46.245,47.872,51.312,4.764,3.674,2.585,-63.066,6.6712,10.8316,0.79,64.8512,4.0712,16.3816,,128922.3949,128868.4608,79370.1947,439625.3666,439441.4513,天府文旅,四川,旅游景点,19940509
000518.SZ,20241231,2.53,-0.153,-0.042,-0.221,9.712,16.638,-4.141,15.259,28.132,39.989,3.969,3.269,2.569,-164.863,2.931,4.5816,0.39,,5.5766,12.317,,102955.6222,102953.5693,65862.7693,260477.7242,260472.5303,四环生物,江苏,生物制药,19930908
688679.SH,20241231,10.5,0.078,0.175,-0.194,45.443,36.694,62.94,47.21,49.201,53.167,11.849,10.852,9.854,-11.96,0.7528,1.6427,0.7,130.502,1.2221,0.9222,,13168.9675,13168.9675,6034.4875,138274.1588,138274.1588,通源环境,安徽,环境保护,20201225
000056.SZ,20241231,2.73,-0.042,0.073,-0.231,8.715,16.018,-5.892,22.228,36.292,45.315,4.265,3.466,2.668,-149.921,8.6104,10.92,0.69,,4.5082,4.85,,121008.872,90367.1558,71254.4658,330354.2206,246702.3353,皇庭国际,深圳,其他商业,19960708
002263.SZ,20241231,2.48,-0.062,-0.011,-0.102,18.228,16.956,20.77,28.975,36.034,45.271,3.205,2.772,2.338,-72.745,1.6386,2.2728,1.07,1037.2738,1.715,3.5334,,187836.01,187834.51,135418.708,465833.3048,465829.5848,大东南,浙江,塑料,20080728
688656.SH,20241231,95.5,-1.901,0.79,-5.382,13.097,14.495,10.303,26.448,39.515,50.681,122.302,105.888,89.475,-79.126,1.3362,4.1654,0.83,170.7881,7.4713,15.007,,6305.8328,6305.8328,2022.7671,602207.0324,602207.0324,浩欧博,江苏,医疗保健,20210113
688377.SH,20241231,19.28,0.973,1.11,-0.275,44.415,57.075,19.094,42.309,54.917,59.136,21.235,19.28,17.326,-43.216,1.321,2.1217,1.02,45.7346,2.1163,3.5122,,19466.7,19466.7,12119.95,375317.976,375317.976,迪威尔,江苏,专用机械,20200708
600246.SH,20241231,7.45,-0.856,-0.865,0.017,41.633,22.85,79.201,51.921,39.034,41.129,9.798,7.955,6.112,-45.367,7.6167,13.6037,2.03,,2.6842,32.3547,,198738.1962,198738.1962,111273.3032,1480599.5617,1480599.5617,万通发展,北京,区域地产,20000922
002160.SZ,20241231,3.72,-0.069,-0.019,-0.099,18.48,18.625,18.19,29.256,35.822,44.707,4.466,4.038,3.61,-80.591,1.6954,2.2161,0.84,42.2636,1.0474,0.5136,,103278.1167,79353.0298,60708.5017,384194.5941,295193.2709,常铝股份,江苏,铝,20070821
688676.SH,20241231,41.42,2.299,1.342,1.914,72.244,71.634,73.462,66.063,67.821,61.481,44.728,35.984,27.239,71.443,6.6898,12.9612,0.83,32.9403,4.4225,2.8309,,45744.0992,45744.0992,23610.4915,1894720.5889,1894720.5889,金盘科技,海南,电气设备,20210309
688591.SH,20241231,31.4,1.563,1.467,0.193,61.869,67.501,50.605,46.118,55.573,58.838,35.109,30.148,25.187,22.034,4.8825,5.6227,0.74,98.563,3.228,10.0851,,24000.0,16323.156,14174.316,753600.0,512547.0984,泰凌微,上海,半导体,20230825
600266.SH,20241231,5.1,-0.191,-0.188,-0.006,55.102,35.302,94.701,47.949,40.162,44.189,5.945,5.294,4.643,-15.199,2.4909,4.5713,1.41,20.9154,0.5166,0.6586,1.9608,207574.3507,207574.3507,113108.0246,1058629.1886,1058629.1886,城建发展,北京,区域地产,19990203
002203.SZ,20241231,10.75,0.313,0.352,-0.078,43.367,51.501,27.098,45.87,55.784,59.998,11.518,10.648,9.779,-52.714,0.7567,1.3615,1.57,20.9167,1.5585,0.2894,1.5814,199831.9791,192992.8813,107264.4649,2148193.7753,2074673.474,海亮股份,浙江,铜,20080116
688717.SH,20241231,46.71,-2.589,-2.007,-1.163,6.571,9.642,0.43,11.801,23.044,35.722,58.687,52.778,46.869,-130.519,5.3649,5.3649,1.4,36.1274,1.7166,2.6016,,16000.0,3200.0,3200.0,747360.0,149472.0,艾罗能源,浙江,电气设备,20240103
688619.SH,20241231,8.75,-0.112,0.0,-0.225,31.89,31.213,33.244,36.924,41.137,47.159,10.559,9.52,8.481,-85.425,1.4527,3.0852,0.71,,1.6405,6.8782,,18543.8042,18543.8042,8731.4537,162258.2868,162258.2868,罗普特,福建,软件服务,20210223
600307.SH,20241231,1.59,-0.029,-0.006,-0.045,11.126,13.555,6.269,26.161,36.041,45.535,1.941,1.74,1.538,-83.636,0.7468,1.8124,0.93,,1.2084,0.2838,,626335.7424,626335.7424,258083.7496,995873.8304,995873.8304,酒钢宏兴,甘肃,普钢,20001220
002223.SZ,20241231,36.49,0.399,0.248,0.302,67.139,68.776,63.866,58.521,58.15,55.031,37.464,35.446,33.429,86.692,0.749,1.2337,0.94,21.0623,3.015,4.986,3.287,100247.6929,93867.3649,56990.4202,3658038.3139,3425220.1452,鱼跃医疗,江苏,医疗保健,20080418
688737.SH,20241231,17.81,-0.278,0.34,-1.236,7.631,12.593,-2.291,26.686,37.301,46.397,25.14,20.838,16.536,-85.47,3.4537,3.8865,1.29,,1.1746,1.4413,,11956.4509,7046.8552,6262.0967,212944.3905,125504.4911,中自科技,四川,汽车配件,20211022
688639.SH,20241231,32.21,-0.898,-0.61,-0.576,17.079,18.018,15.2,29.557,35.787,42.806,37.791,34.454,31.116,-70.454,1.5413,2.324,1.33,26.9012,3.1638,3.8065,,24972.3997,22834.9187,15144.4621,804360.9943,735512.7313,华恒生物,安徽,化学制药,20210422
600327.SH,20241231,5.33,-0.166,0.02,-0.372,20.339,14.254,32.51,33.742,40.642,48.471,7.688,6.121,4.555,-60.272,10.3459,18.8585,2.05,35.94,1.4349,1.306,1.1117,88477.9518,88477.9518,48539.7346,471587.4831,471587.4831,大东方,江苏,医疗保健,20020625
002243.SZ,20241231,8.06,-0.117,-0.023,-0.187,14.875,21.386,1.855,22.778,35.513,45.624,9.438,8.768,8.097,-119.545,1.197,2.4123,1.03,55.9761,1.3603,4.1482,1.1166,121060.4219,120414.229,59748.4831,975747.0005,970538.6857,力合科创,深圳,广告包装,20080528
000036.SZ,20241231,4.08,-0.262,-0.204,-0.116,13.192,12.074,15.429,13.944,25.909,39.678,5.305,4.586,3.868,-86.151,0.9551,1.3316,0.86,88.178,1.1913,12.5473,,148393.4025,148067.397,106200.3011,605445.0822,604114.9798,华联控股,深圳,全国地产,19940617
688659.SH,20241231,6.75,-0.33,-0.194,-0.271,9.882,13.384,2.878,19.35,26.851,38.909,9.067,7.782,6.497,-93.035,1.4255,2.5928,0.76,,1.7575,1.6936,,16000.0,16000.0,8796.688,108000.0,108000.0,元琛科技,安徽,环境保护,20210331
600367.SH,20241231,11.54,-0.169,-0.079,-0.18,34.192,29.684,43.209,36.217,41.013,47.24,13.097,12.17,11.243,-76.975,1.7415,2.585,0.88,60.2066,1.6645,1.7569,0.1733,34113.0902,32197.3182,21690.5846,393665.0609,371557.052,红星发展,贵州,化工原料,20010320
600682.SH,20241231,6.84,-0.054,0.05,-0.206,21.809,22.004,21.42,29.752,40.143,47.627,8.09,7.394,6.699,-78.763,1.7431,3.1969,1.03,36.7513,0.5299,1.3774,0.4363,134613.2221,116506.0275,63525.3202,920754.4392,796901.2281,南京新百,江苏,生物制药,19931018
002561.SZ,20241231,9.22,-0.125,-0.017,-0.216,27.776,23.87,35.586,34.116,40.981,47.03,11.004,9.895,8.786,-59.779,4.4275,6.9702,1.08,119.6577,1.7402,8.1416,1.3015,41576.3,41443.9567,26324.9866,383333.486,382113.2808,徐家汇,上海,百货,20110303
000753.SZ,20241231,4.3,-0.077,0.063,-0.282,15.586,12.745,21.268,38.695,43.285,49.53,6.417,4.945,3.473,-62.032,8.22,13.2079,1.66,53.0431,1.5705,1.2233,0.6977,99148.1071,99148.1071,61705.3723,426336.8605,426336.8605,漳州发展,福建,综合类,19970626
605198.SH,20241231,27.57,-0.101,0.189,-0.58,43.118,42.83,43.695,32.876,42.17,49.054,33.949,29.542,25.134,-62.322,0.3543,4.2596,0.56,40.2489,3.6838,7.8077,0.798,34900.0,27053.6,2250.0,962193.0,745867.752,安德利,山东,软饮料,20200918
600221.SH,20241231,1.7,-0.01,0.019,-0.058,12.681,15.325,7.392,29.262,39.823,49.358,2.022,1.844,1.666,-101.493,1.3019,1.7261,0.83,45.9627,16.8633,1.1546,,4321563.2535,3287267.6656,2479344.848,7346657.531,5588355.0315,海航控股,海南,空运,19991125
002116.SZ,20241231,9.98,-0.154,-0.092,-0.124,15.477,24.453,-2.475,31.998,38.411,44.279,11.169,10.55,9.93,-98.795,1.3364,2.5401,0.86,14.2512,1.9338,0.6902,2.6235,46605.6258,45745.3496,24068.4061,465124.1455,456538.589,中国海诚,上海,建筑工程,20070215
601138.SH,20241231,21.5,-0.182,-0.265,0.168,52.958,64.422,30.031,34.788,41.333,44.803,23.291,22.162,21.034,-41.018,0.6768,4.0252,0.8,18.8205,2.9756,0.7316,2.6975,1986790.9422,1986395.9993,334010.9946,42716005.2573,42707513.985,工业富联,深圳,通信设备,20180608
